Bonus Name,Aztecs,Berbers,Britons,Burmese,Byzantines,Celts,Chinese,Ethiopians,Franks,Goths,Huns,Incas,Indians,Italians,Japanese,Khmer,Koreans,Magyars,Malay,Malians,Mayans,Mongols,Persians,Portuguese,Saracens,Slavs,Spanish,Teutons,Turks,Vietnamese,Vikings
Long_Swordsman_AttackBonusvsWall_and_gate_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long_Swordsman_AttackBonusvsWar_elephant_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long_Swordsman_AttackBonusvsWar_elephant_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long_Swordsman_cost_in_Food,60,60,60,60,60,60,60,60,60,39,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Long_Swordsman_cost_in_Gold,20,20,20,20,20,20,20,20,20,13,20,20,20,20,20,20,20,20,20,20,20,20,20,17,20,20,20,20,20,20,20
Long_Swordsman_creation_speed,17.85,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Long_Swordsman_Hit_points_starting_in_the_Castle_Age,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,69
Long_Swordsman_Hit_points_starting_in_the_Imperial_Age,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,72
Long_Swordsman_move_Speed,0.9,0.9,0.9,0.9,0.9,1.035,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Long_Swordsman_pierce_armor_rating_in_the_Castle_Age,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
Long_Swordsman_pierce_armor_rating_in_the_Feudal_Age,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Long_Swordsman_pierce_armor_rating_in_the_Imperial_Age,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
Long_Swordsman_Rate_of_Fire_starting_in_the_Castle_Age,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.5375,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03
Longboat_gold_cost,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,34,40,40,40,40,40,40,40
Longboat_HP,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,143,130,130,130,130,130,130,130
Longbowman_Attack_Range_vs_buildings_in_the_Castle_Age,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Longbowman_Attack_Range_vs_buildings_in_the_Imperial_Age,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Longbowman_gold_cost,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,34,40,40,40,40,40,40,40
Loom_cost_in_Gold_in_the_Castle_Age,50,50,50,50,50,50,42.5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Loom_cost_in_Gold_in_the_Feudal_Age,50,50,50,50,50,50,45,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Loom_cost_in_Gold_in_the_Imperial_Age,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Lumber_Camp_build_time,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,24.5,35,35,35,35
Lumber_Camp_cost_in_Wood,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100
Lumber_Camp_HP_upon_reaching_Castle_Age,1000,1000,1000,1000,1300,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Lumber_Camp_HP_upon_reaching_Dark_Age,600,600,600,600,660,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
Lumber_Camp_HP_upon_reaching_Feudal_Age,800,800,800,800,960,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800
Lumber_Camp_HP_upon_reaching_Imperial_Age,1000,1000,1000,1000,1400,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Lumber_per_Villager_per_Minute_to_the_Lumber_Camp,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Lumber_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Castle_Age,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2
Lumber_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Feudal_Age,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.2,2,2,2,2,2,2,2,2
Lumber_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Imperial_Age,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.4,2,2,2,2,2,2,2,2
Magyar_Huszar_gold_cost,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.5,10,10,10,10,10,10,10
Mameluke_gold_cost,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,72.25,85,85,85,85,85,85,85
Man-at-Arms_AttackBonusvsArcher_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsArcher_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsArcher_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsBuilding_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsBuilding_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsBuilding_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsBuilding_unpacked_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsBuilding_unpacked_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsBuilding_unpacked_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCamel_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCamel_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCamel_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCastle_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCastle_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCastle_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCavalry_archer_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCavalry_archer_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCavalry_archer_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCavalry_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCavalry_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCavalry_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCondottiero_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCondottiero_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsCondottiero_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsEagle_Warrior_starting_in_the_Castle_Age,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Man-at-Arms_AttackBonusvsEagle_Warrior_starting_in_the_Feudal_Age,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Man-at-Arms_AttackBonusvsEagle_Warrior_starting_in_the_Imperial_Age,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Man-at-Arms_AttackBonusvsGunpowder_unit_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsGunpowder_unit_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsGunpowder_unit_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsInfantry_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsInfantry_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsInfantry_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsMonk_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsMonk_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsMonk_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsRam_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsRam_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsRam_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsShip_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsShip_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsShip_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsSiege_weapon_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsSiege_weapon_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsSiege_weapon_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsSpearman_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsSpearman_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsSpearman_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsStandard_building_starting_in_the_Castle_Age,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Man-at-Arms_AttackBonusvsStandard_building_starting_in_the_Feudal_Age,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Man-at-Arms_AttackBonusvsStandard_building_starting_in_the_Imperial_Age,2,2,2,5,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Man-at-Arms_AttackBonusvsStone_defense_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsStone_defense_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsStone_defense_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsTurtle_Ship_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsTurtle_Ship_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsTurtle_Ship_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsUnique_unit_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsUnique_unit_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsUnique_unit_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsWall_and_gate_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsWall_and_gate_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsWall_and_gate_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsWar_elephant_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsWar_elephant_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_AttackBonusvsWar_elephant_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-at-Arms_cost_in_Food,60,60,60,60,60,60,60,60,60,39,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Man-at-Arms_cost_in_Gold,20,20,20,20,20,20,20,20,20,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Man-at-Arms_creation_speed,17.85,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Man-at-Arms_gold_cost,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,20,20,20,20,20,20,20
Man-at-Arms_Hit_points_starting_in_the_Castle_Age,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,51.75
Man-at-Arms_Hit_points_starting_in_the_Feudal_Age,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,49.5
Man-at-Arms_Hit_points_starting_in_the_Imperial_Age,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,54
Man-at-Arms_move_Speed,0.9,0.9,0.9,0.9,0.9,1.035,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Man-at-Arms_pierce_armor_rating_in_the_Castle_Age,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
Man-at-Arms_pierce_armor_rating_in_the_Feudal_Age,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Man-at-Arms_pierce_armor_rating_in_the_Imperial_Age,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
Man-at-Arms_Rate_of_Fire_starting_in_the_Feudal_Age,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.5375,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03
Mangonel_cost_in_Gold,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,114.75,135,114.75,135,135,135,135,135
Mangonel_cost_in_Wood,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,136,160,160,160,160,160
Mangonel_creation_speed,39.1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
Mangonel_Rate_of_Fire,6,6,6,6,6,7.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Mangudai_gold_cost,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,55.25,65,65,65,65,65,65,65
Market_build_time,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,42,60,60,60,60
Market_cost_in_Wood,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,148.75,175,175,175,175,100,175,175,175,175,175,175
Market_HP_upon_reaching_Castle_Age,2100,2100,2100,2100,2730,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
Market_HP_upon_reaching_Feudal_Age,1800,1800,1800,1800,2160,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
Market_HP_upon_reaching_Imperial_Age,2100,2100,2100,2100,2940,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
Masonry_cost_in_Food_in_the_Castle_Age,150,150,150,150,150,150,127.5,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Masonry_cost_in_Food_in_the_Imperial_Age,150,150,150,150,150,150,120,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Masonry_cost_in_Wood_in_the_Castle_Age,175,175,175,175,175,175,148.75,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
Masonry_cost_in_Wood_in_the_Imperial_Age,175,175,175,175,175,175,140,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
Militia_AttackBonusvsArcher_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsArcher_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsArcher_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsBuilding_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsBuilding_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsBuilding_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsBuilding_unpacked_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsBuilding_unpacked_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsBuilding_unpacked_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsCamel_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsCamel_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsCamel_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsCastle_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsCastle_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsCastle_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsCavalry_archer_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsCavalry_archer_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Militia_AttackBonusvsCavalry_archer_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
